Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
02293-1;02293;0087313379;;Namps - Quevauvillers;80710;;;;;2.1053184;49.8082274;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.8082274,2.1053184
02299-1;02299;0087313296;;Avrechy;60130;;;;;2.4179608;49.4446439;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.4446439,2.4179608
02301-1;02301;0087313270;;Saint-Just-en-Chaussée;60130;;;;;2.42949;49.50364;b;2;GARES B PICARDIE;;;;;;;;;;;;;;49.50364,2.42949
02310-1;02310;0087313106;;Picquigny;80310;;;;;2.1432765;49.9461557;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""PIQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Picquigny"", ""Alias_Libelle_Fronton"": ""Picquigny"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION PICARDIE"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""PICQUIGNY GARE""}";Picquigny;Picquigny;True;False;DRG HDF-Normandie;REGION PICARDIE;UG Picardie;PICQUIGNY GARE;1;PIQ;49.9461557,2.1432765
02318-1;02318;0087300863;;Besançon Franche-Comté TGV;25870;;;;;5.953195095062256;47.307361058531725;a;2;GARE BESANCON TGV;"[{""TVS_Code"": ""BFC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Besançon Franche-Comté TGV"", ""Alias_Libelle_Fronton"": ""Besançon Franche-Comté TGV"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION LORRAINE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""BESANCON FRANCHE-COMTE TGV P GARE""}";Besançon Franche-Comté TGV;Besançon Franche-Comté TGV;True;False;DRG AURA-BFC;REGION LORRAINE;UG Franche-Comté;BESANCON FRANCHE-COMTE TGV P GARE;1;BFC;47.307361058531725,5.953195095062256
02327-1;02327;0087297119;;Verneuil-sur-Serre;02000;;;;;3.6677085;49.6486805;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.6486805,3.6677085
02328-1;02328;0087297101;2012-12-31;La Neuville-sous-Laon;02300;;;;;3.59646;49.57068;D;;GARES C PICARDIE;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Neuville-sous-Laon"", ""Alias_Libelle_Fronton"": ""La Neuville-sous-Laon"", ""AgenceGC_Libelle"": ""Agence Manche-Nord"", ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";La Neuville-sous-Laon;La Neuville-sous-Laon;True;False;Agence Manche-Nord;;;;1;;49.57068,3.59646
02329-1;02329;0087297085;;La Bouteille;02140;;;;;3.9817635;49.8596168;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.8596168,3.9817635
02333-1;02333;0087296616;;Chauny;02300;;;;;3.22354;49.61119;b;2;GARES B PICARDIE;;;;;;;;;;;;;;49.61119,3.22354
02343-1;02343;0087296178;;Clacy - Mons;02000;;;;;3.5766816;49.5439229;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.5439229,3.5766816
02355-1;02355;0087295725;;Avesnelles;59440;;;;;3.9485876;50.1185513;c;1;GARES C NORD PAS DE CALAIS;;;;;;;;;;;;;;50.1185513,3.9485876
02363-1;02363;0087295220;;Le Cateau-Cambrésis;59360;;;;;3.5400454;50.0914606;c;1;GARES C NORD PAS DE CALAIS;;;;;;;;;;;;;;50.0914606,3.5400454
02366-1;02366;0087295048;;Fourmies;59610;;;;;4.05357;50.01541;b;1;GARES B NORD PAS DE CALAIS;"[{""TVS_Code"": ""FMI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Fourmies"", ""Alias_Libelle_Fronton"": ""Fourmies"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""FOURMIES GARE""}";Fourmies;Fourmies;True;False;DRG HDF-Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;FOURMIES GARE;1;FMI;50.01541,4.05357
02377-1;02377;0087287193;2019-12-14;Sainte-Marguerite;59660;;;;;3.0092045;50.7403764;c;1;GARES C NORD PAS DE CALAIS;;;;;;;;;;;;;;50.7403764,3.0092045
02381-1;02381;0087287128;;Mont de Terre;59000;;;;;3.0966031;50.6176672;c;1;GARES C NORD PAS DE CALAIS;;;;;;;;;;;;;;50.6176672,3.0966031
02400-1;02400;0087286542;;Tourcoing;59200;;;;;3.16804;50.71683;a;2;GARE TOURCOING;"[{""TVS_Code"": ""TRG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Tourcoing"", ""Alias_Libelle_Fronton"": ""Tourcoing"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""TOURCOING GARE""}";Tourcoing;Tourcoing;True;False;DRG HDF-Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;TOURCOING GARE;1;TRG;50.71683,3.16804
02403-1;02403;0087286518;;Seclin;59113;;;;;3.0350084;50.5486319;b;1;GARES B NORD PAS DE CALAIS;;;;;;;;;;;;;;50.5486319,3.0350084
02406-1;02406;0087286427;;La Fontaine;59136;;;;;2.9261079;50.5661459;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""FOK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Fontaine"", ""Alias_Libelle_Fronton"": ""La Fontaine"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""LA FONTAINE (NORD) HALTE""}";La Fontaine;La Fontaine;True;False;DRG HDF-Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;LA FONTAINE (NORD) HALTE;1;FOK;50.5661459,2.9261079
02410-1;02410;0087286278;;Pérenchies;59840;;;;;2.97729;50.66697;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""PHI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pérenchies"", ""Alias_Libelle_Fronton"": ""Pérenchies"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""PERENCHIES GARE""}";Pérenchies;Pérenchies;True;False;DRG HDF-Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;PERENCHIES GARE;1;PHI;50.66697,2.97729
02418-1;02418;0087286161;;Steenwerck;59181;;;;;2.7855769;50.713459;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""SWK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Steenwerck"", ""Alias_Libelle_Fronton"": ""Steenwerck"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""STEENWERK HALTE""}";Steenwerck;Steenwerck;True;False;DRG HDF-Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;STEENWERK HALTE;1;SWK;50.713459,2.7855769
02428-1;02428;0087281469;;Ebblinghem;59173;;;;;2.409148;50.7306459;c;1;GARES C NORD PAS DE CALAIS;;;;;;;;;;;;;;50.7306459,2.409148
02429-1;02429;0087281451;;Renescure;59173;;;;;2.3713644;50.732006;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""RSC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Renescure"", ""Alias_Libelle_Fronton"": ""Renescure"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""RENESCURE HALTE""}";Renescure;Renescure;True;False;DRG HDF-Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;RENESCURE HALTE;1;RSC;50.732006,2.3713644
02437-1;02437;0087281279;;Bourbourg;59630;;;;;2.1942305;50.952267;c;1;GARES C NORD PAS DE CALAIS;"[{""TVS_Code"": ""BBU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bourbourg"", ""Alias_Libelle_Fronton"": ""Bourbourg"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION NORD PAS DE CALAIS"", ""UG_Libelle"": ""UG Nord Pas de Calais"", ""UT_Libelle"": ""BOURBOURG GARE""}";Bourbourg;Bourbourg;True;False;DRG HDF-Normandie;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;BOURBOURG GARE;1;BBU;50.952267,2.1942305
02440-1;02440;0087281121;;Arnèke;59285;;;;;2.4083063;50.831522;b;1;GARES B NORD PAS DE CALAIS;;;;;;;;;;;;;;50.831522,2.4083063
02442-1;02442;0087281105;;Bergues;59380;;;;;2.42574;50.96901;b;1;GARES B NORD PAS DE CALAIS;;;;;;;;;;;;;;50.96901,2.42574
02449-1;02449;0087276766;;Ribécourt-Dreslincourt;60170;;;;;2.92714;49.50633;c;1;GARES C PICARDIE;"[{""TVS_Code"": ""RIB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ribécourt-Dreslincourt"", ""Alias_Libelle_Fronton"": ""Ribécourt"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""RIBECOURT GARE""}";Ribécourt-Dreslincourt;Ribécourt;True;False;DRG HDF-Normandie;REGION DE PARIS-NORD;UG Picardie;RIBECOURT GARE;1;RIB;49.50633,2.92714
02453-1;02453;0087276725;;Chambly;60230;;;;;2.24048;49.16362;b;1;GARES B PICARDIE;"[{""TVS_Code"": ""CVK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chambly"", ""Alias_Libelle_Fronton"": ""Chambly"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""CHAMBLY GARE""}";Chambly;Chambly;True;False;DRG HDF-Normandie;REGION DE PARIS-NORD;UG Picardie;CHAMBLY GARE;1;CVK;49.16362,2.24048
02455-1;02455;0087276691;;Compiègne;60200;;;;;2.823679;49.422005;a;2;GARE COMPIEGNE;"[{""TVS_Code"": ""CPE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Compiègne"", ""Alias_Libelle_Fronton"": ""Compiègne"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""COMPIEGNE P GARE""}";Compiègne;Compiègne;True;False;DRG HDF-Normandie;REGION DE PARIS-NORD;UG Picardie;COMPIEGNE P GARE;1;CPE;49.422005,2.823679
02458-1;02458;0087276659;;Frépillon;95740;;;;;2.19717;49.04620;b;;GARES B IDF LIGNE H;;;;;;;;;;;;;;49.0462,2.19717
02459-1;02459;0087276642;;Bessancourt;95550;;;;;2.21004;49.03576;b;;GARES B IDF LIGNE H;"[{""TVS_Code"": ""BSR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bessancourt"", ""Alias_Libelle_Fronton"": ""Bessancourt"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""BESSANCOURT GARE""}";Bessancourt;Bessancourt;True;False;DGIF;REGION DE PARIS-NORD;;BESSANCOURT GARE;1;BSR;49.03576,2.21004
02463-1;02463;0087276600;;Saint-Leu-la-Forêt;95320;;;;;2.24264;49.01571;b;;GARES B IDF LIGNE H;"[{""TVS_Code"": ""SLF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Leu-la-Forêt"", ""Alias_Libelle_Fronton"": ""Saint-Leu-la-Forêt"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""SAINT LEU LA FORET GARE""}";Saint-Leu-la-Forêt;Saint-Leu-la-Forêt;True;False;DGIF;REGION DE PARIS-NORD;;SAINT LEU LA FORET GARE;1;SLF;49.01571,2.24264
02464-1;02464;0087276592;;Gros Noyer Saint-Prix;95120;;;;;2.25880;48.99682;b;;GARES B IDF LIGNE H;;;;;;;;;;;;;;48.99682,2.2588
02466-1;02466;0087276576;;Luzarches;95270;;;;;2.42074;49.11719;b;;GARES B IDF LIGNE H;;;;;;;;;;;;;;49.11719,2.42074
02468-1;02468;0087276550;;Belloy - Saint-Martin;95270;;;;;2.36135;49.09807;b;;GARES B IDF LIGNE H;;;;;;;;;;;;;;49.09807,2.36135
02473-1;02473;0087276501;;Presles Courcelles;95590;;;;;2.28759;49.11346;b;;GARES B IDF LIGNE H;"[{""TVS_Code"": ""PRQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Presles Courcelles"", ""Alias_Libelle_Fronton"": ""Presles - Courcelles"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""PRESLES COURCELLES GARE""}";Presles Courcelles;Presles - Courcelles;True;False;DGIF;REGION DE PARIS-NORD;;PRESLES COURCELLES GARE;1;PRQ;49.11346,2.28759
02494-1;02494;0087276253;;Louvres;95380;;;;;2.5018967;49.0496573;b;;GARES B IDF LIGNE D;;;;;;;;;;;;;;49.0496573,2.5018967
02503-1;02503;0087276162;;Chaponval;95430;;;;;2.1423781;49.0694825;c;;Gares C Ile-de-France;"[{""TVS_Code"": ""CPW""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chaponval"", ""Alias_Libelle_Fronton"": ""Chaponval"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""CHAPONVAL HALTE""}";Chaponval;Chaponval;True;False;DGIF;REGION DE PARIS-NORD;;CHAPONVAL HALTE;1;CPW;49.0694825,2.1423781
02504-1;02504;0087276154;;Pont Petit;95310;;;;;2.13046;49.06004;b;;GARES B IDF LIGNE H;;;;;;;;;;;;;;49.06004,2.13046
02513-1;02513;0087276055;;Ermont - Eaubonne;95120;;;;;2.2712294;48.9803322;b;;GARES B IDF LIGNE H;"[{""TVS_Code"": ""ERT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 2, ""Alias_Libelle_NonContraint"": ""Ermont - Eaubonne"", ""Alias_Libelle_Fronton"": ""Ermont - Eaubonne"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""ERMONT EAUBONNE P GARE""}";Ermont - Eaubonne;Ermont - Eaubonne;True;False;DGIF;REGION DE PARIS-NORD;;ERMONT EAUBONNE P GARE;2;ERT;48.9803322,2.2712294
02517-1;02517;0087272286;;Corcy;02600;;;;;3.2157221;49.2550929;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.2550929,3.2157221
02521-1;02521;0087272062;2013-12-31;Choisy-au-Bac;60750;;;;;;;D;;GARES C PICARDIE;;;;;;;;;;;;;;
02533-1;02533;0087271601;;Vaumoise;02600;;;;;2.9885685;49.2339406;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.2339406,2.9885685
02534-1;02534;0087271593;;Crépy-en-Valois;60800;;;;;2.8864694;49.2312350;b;1;GARES B PICARDIE;"[{""TVS_Code"": ""CYV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Crépy-en-Valois"", ""Alias_Libelle_Fronton"": ""Crépy-en-Valois"", ""AgenceGC_Libelle"": ""DRG HDF-Normandie"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": ""UG Picardie"", ""UT_Libelle"": ""CREPY EN VALOIS GARE""}";Crépy-en-Valois;Crépy-en-Valois;True;False;DRG HDF-Normandie;REGION DE PARIS-NORD;UG Picardie;CREPY EN VALOIS GARE;1;CYV;49.231235,2.8864694
02535-1;02535;0087271585;;Ormoy-Villers;60800;;;;;2.8379502;49.2003204;c;1;GARES C PICARDIE;;;;;;;;;;;;;;49.2003204,2.8379502
02543-1;02543;0087271478;;Le Blanc-Mesnil;93150;;;;;2.47747;48.93248;b;;GARES B IDF LIGNE B;"[{""TVS_Code"": ""BAM""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Blanc-Mesnil"", ""Alias_Libelle_Fronton"": ""Le Blanc-Mesnil"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""DRANCY GARE""}";Le Blanc-Mesnil;Le Blanc-Mesnil;True;False;DGIF;REGION DE PARIS-NORD;;DRANCY GARE;1;BAM;48.93248,2.47747
02545-1;02545;0087271452;;Villepinte;93420;;;;;2.51205;48.96292;b;;GARES B IDF LIGNE B;"[{""TVS_Code"": ""VPN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Villepinte"", ""Alias_Libelle_Fronton"": ""Villepinte"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""VILLEPINTE GARE""}";Villepinte;Villepinte;True;False;DGIF;REGION DE PARIS-NORD;;VILLEPINTE GARE;1;VPN;48.96292,2.51205
02546-1;02546;0087271445;;Sevran Beaudottes;93270;;;;;2.52474;48.94743;b;;GARES B IDF LIGNE B;;;;;;;;;;;;;;48.94743,2.52474
02547-1;02547;0087271437;;Vert Galant;93420;;;;;2.56670;48.94467;b;;GARES B IDF LIGNE B;"[{""TVS_Code"": ""VGL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Vert Galant"", ""Alias_Libelle_Fronton"": ""Vert Galant"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""VERT GALANT P GARE""}";Vert Galant;Vert Galant;True;False;DGIF;REGION DE PARIS-NORD;;VERT GALANT P GARE;1;VGL;48.94467,2.5667
02555-1;02555;0087271171;;La Barre Ormesson;95170;;;;;2.31688;48.96633;b;;GARES B IDF LIGNE H;"[{""TVS_Code"": ""LBJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Barre Ormesson"", ""Alias_Libelle_Fronton"": ""La Barre Ormesson"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""LA BARRE ORMESSON GARE""}";La Barre Ormesson;La Barre Ormesson;True;False;DGIF;REGION DE PARIS-NORD;;LA BARRE ORMESSON GARE;1;LBJ;48.96633,2.31688
02557-2;02557;0087697292;;Épinay-sur-Seine T11;93800;;;;;;;b;;GARES B IDF LIGNE C;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 2, ""Alias_Libelle_NonContraint"": ""Épinay-sur-Seine"", ""Alias_Libelle_Fronton"": ""Épinay-sur-Seine"", ""AgenceGC_Libelle"": ""DGIF"", ""RegionSNCF_Libelle"": ""REGION DE PARIS-NORD"", ""UG_Libelle"": null, ""UT_Libelle"": ""EPINAY SUR SEINE GARE""}";Épinay-sur-Seine;Épinay-sur-Seine;True;False;DGIF;REGION DE PARIS-NORD;;EPINAY SUR SEINE GARE;2;;
02558-1;02558;0087271122;;Épinay - Villetaneuse;93800;;;;;2.32865;48.95838;b;;GARES B IDF LIGNE H;;;;;;;;;;;;;;48.95838,2.32865
02561-2;02561;0087271031;;Paris Gare du Nord Surface Banlieue;75010;;;;;2.355151;48.880185;a;2;GARE PARIS NORD;;;;;;;;;;;;;;48.880185,2.355151
02569-1;02569;0087215483;2018-12-15;Schopperten;67260;;;;;7.055779;48.9456499;c;1;GARES C ALSACE;;;;;;;;;;;;;;48.9456499,7.055779
02572-1;02572;0087215160;;Lutzelbourg;57820;;;;;7.2516808;48.7299065;c;1;GARES C LORRAINE;"[{""TVS_Code"": ""LZF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lutzelbourg"", ""Alias_Libelle_Fronton"": ""Lutzelbourg"", ""AgenceGC_Libelle"": ""DRG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Lorraine"", ""UT_Libelle"": ""LUTZELBOURG P GARE""}";Lutzelbourg;Lutzelbourg;True;False;DRG Grand Est;REGION ALSACE;UG Lorraine;LUTZELBOURG P GARE;1;LZF;48.7299065,7.2516808
02575-1;02575;0087215012;;Sarrebourg;57400;;;;;7.05285;48.73808;b;2;GARES B ALSACE;;;;;;;;;;;;;;48.73808,7.05285
02576-1;02576;0087214783;;Saales;67420;;;;;7.1103726;48.3471556;c;1;GARES C ALSACE;"[{""TVS_Code"": ""SAA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saales"", ""Alias_Libelle_Fronton"": ""Saales"", ""AgenceGC_Libelle"": ""DRG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Alsace"", ""UT_Libelle"": ""SAALES P GARE""}";Saales;Saales;True;False;DRG Grand Est;REGION ALSACE;UG Alsace;SAALES P GARE;1;SAA;48.3471556,7.1103726
02577-1;02577;0087214775;;Bourg-Bruche;67420;;;;;7.1371919;48.3598566;c;1;GARES C ALSACE;;;;;;;;;;;;;;48.3598566,7.1371919
02582-1;02582;0087214692;;Schirmeck - La Broque;67130;;;;;7.21594;48.47973;b;1;GARES B ALSACE;"[{""TVS_Code"": ""SCK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Schirmeck - La Broque"", ""Alias_Libelle_Fronton"": ""Schirmeck - La Broque"", ""AgenceGC_Libelle"": ""DRG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Alsace"", ""UT_Libelle"": ""SCHIRMECK LA BROQUE P GARE""}";Schirmeck - La Broque;Schirmeck - La Broque;True;False;DRG Grand Est;REGION ALSACE;UG Alsace;SCHIRMECK LA BROQUE P GARE;1;SCK;48.47973,7.21594
02591-1;02591;0087214577;;Molsheim;67120;;;;;7.50044;48.53705;b;1;GARES B ALSACE;;;;;;;;;;;;;;48.53705,7.50044
02592-1;02592;0087214551;;Dachstein;67120;;;;;7.5330038;48.5428546;c;1;GARES C ALSACE;"[{""TVS_Code"": ""DCN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Dachstein"", ""Alias_Libelle_Fronton"": ""Dachstein"", ""AgenceGC_Libelle"": ""DRG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Alsace"", ""UT_Libelle"": ""DACHSTEIN P GARE""}";Dachstein;Dachstein;True;False;DRG Grand Est;REGION ALSACE;UG Alsace;DACHSTEIN P GARE;1;DCN;48.5428546,7.5330038
02595-1;02595;0087214528;;Entzheim Aéroport;67960;;;;;7.62794;48.54699;b;1;GARES B ALSACE;;;;;;;;;;;;;;48.54699,7.62794
02598-1;02598;0087214338;;Dorlisheim;67120;;;;;7.4930546;48.5249915;b;1;GARES B ALSACE;"[{""TVS_Code"": ""DHM""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Dorlisheim"", ""Alias_Libelle_Fronton"": ""Dorlisheim"", ""AgenceGC_Libelle"": ""DRG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Alsace"", ""UT_Libelle"": ""DORLISHEIM GARE""}";Dorlisheim;Dorlisheim;True;False;DRG Grand Est;REGION ALSACE;UG Alsace;DORLISHEIM GARE;1;DHM;48.5249915,7.4930546
02609-1;02609;0087214148;;Erstein;67150;;;;;7.6387869;48.4229857;b;1;GARES B ALSACE;;;;;;;;;;;;;;48.4229857,7.6387869
02614-1;02614;0087214056;;Sélestat;67600;;;;;7.443278;48.2601166;b;2;GARES B ALSACE;"[{""TVS_Code"": ""STT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sélestat"", ""Alias_Libelle_Fronton"": ""Sélestat"", ""AgenceGC_Libelle"": ""DRG Grand Est"", ""RegionSNCF_Libelle"": ""REGION ALSACE"", ""UG_Libelle"": ""UG Alsace"", ""UT_Libelle"": ""SELESTAT GARE""}";Sélestat;Sélestat;True;False;DRG Grand Est;REGION ALSACE;UG Alsace;SELESTAT GARE;1;STT;48.2601166,7.443278
02623-1;02623;0087213462;;Riedseltz;67120;;;;;7.962988;48.991063;c;1;GARES C ALSACE;;;;;;;;;;;;;;48.991063,7.962988
